lp,src,mt,ref,score,raw,annotators,domain
en-tr,"There are two wooden cages, the we call ‘selamlık’, symmetrically placed on both sides of the mosque.","Caminin her iki tarafına da sempozyum olarak yerleştirilen ""selamlık"" adını verdiğimiz iki ahşap kap bulunuyor.","Caminin her iki tarafında simetrik halde bulunan, selamlık dediğimiz ahşap kafesler var.",-1.03559637149009,5.0,1,news
en-tr,Politico - all over this story - reported in May on advisers' penchants for strategically feeding dubious information to the president.,Politico - bu hikayenin tümünde - Mayıs ayında danışmanların Cumhurbaşkanı'na yönelik şaibeli bilgileri stratejik olarak besledikleri yönündeki pençeleri hakkında bir rapor yayınladı.,"Politico mayıs ayında, tüm bu hikaye boyunca, danışmanların stratejik olarak başkana kuşkulu bilgiler iletme eğilimini rapor etmişti.",0.313230671996644,54.0,1,news
en-tr,"The ceremony will be at 12:00 with the club Chairman, Fikret Orman.","Tören, kulüp Başkanı Fikret Orman ile saat 12:00'da olacak.","Kulüp başkanı Fikret Orman'ın da katılacağı imza töreni, saat 12.00'de gerçekleştirilecek.",0.708046442228115,64.0,1,news
en-tr,"""You have to hit the hard 'R.'""","""Zor 'R.' yi vurmak zorundasınız""","""'R'yi bastırmalısın.""",-1.10421532086094,4.0,2,news
en-tr,"Prof. Dr. Caglar commented ""The most important area in these kinds of accidents is our cervical vertebra region which is either cut through by fractured pieces or rendered dysfunctional by being squeezed.""","Prof. Dr. Çağlar, ""Bu tarz kazalarda en önemli alan ya parçalanmış parçalarla kesilen ya da sıkıştırılarak işlevsiz hale getirilen rahim vertebra bölgemizdir"" yorumunu yaptı.","Prof. Dr. Çağlar, ""Bu tip kazalarda en kıymetli organımız olan boyun omurilik bölgesi, kırık nedeniyle parçalanan omurga tarafından kesiliyor ya da sıkıştırılarak fonksiyon dışı kalıyor.""",-0.530332429216076,23.0,1,news
en-tr,"Working in the same hospital, child psychiatrist Lousise Frise, while stressing that such an increase could stem from becoming a more open society, said ""The openness of society to psycho-sexuality, including to questions related to sexual identity, could be perceived as a general trend"".","Aynı hastanede çalışan çocuk psikiyatristi Lousise Frise, böyle bir artışın daha açık bir toplum olmaktan kaynaklanabileceğini vurgularken, ""Toplumun cinsel kimlikle ilgili sorular da dahil olmak üzere psiko-cinselliğe açıklığı genel bir eğilim olarak algılanabilir"" dedi.","Aynı hastanede görevli çocuk psikiyatristi Lousise Frisen artışı, daha açık bir toplum haline gelinmesinden kaynaklanabileceğini belirterek, ""Cinsel kimlikle ilgili soruları da içeren psiko-seksüel alandaki açıklık toplumda genel bir gelişme olarak algılanabilir"" dedi.",1.00543397697429,75.0,1,news
en-tr,"This is not the Sunni idea, it’s Wahabism","Bu Sünni fikir değil, Wahabizm",Sünnilik değil Vehhabilik,-0.491610241308851,24.0,1,news
en-tr,"The Qatari Minister of the Economy and Trade, Ahmed Bin Jassim Al Thani, said that he wanted to extend his gratitude to the people of Turkey.","Katarlı Ekonomi ve Ticaret Bakanı Ahmed Bin Jassim Al Thani, Türkiye halkına şükranlarını sunmak istediklerini söyledi.","Katar Ekonomi ve Ticaret Bakanı Ahmed Bin Jassim Al Thani, Türkiye halkına şükranlarını iletmek istediklerini belirtti.",1.50479599439535,100.0,1,news
en-tr,"And, 50 km away there would be bits of broken window glass.",Ve 50 km ötede kırık pencere camından bidonlar olur.,50 km ötedekileri ise parçalanan pencere camları bekliyor olacak.,-1.22645827686049,7.0,1,news
en-tr,"But it gets even more disturbing, with many of the robots possessing ""personalities"" that would make a Stepford Wife look progressive.","Fakat robotların birçoğunun Stepford Wife'nin ilerici görünmesini sağlayacak ""kişiliklere"" sahip olması daha da rahatsız edici hale geliyor.","Fakat bir Stepford Kadını'nı yenilikçi gösterecek kadar birçok robotun ""kişiliklere"" sahip olmasıyla, bu daha da rahatsız edici bir hal alıyor.",0.72793461732686,72.0,1,news
en-tr,She reminded me that unity against a common enemy can have a powerful effect.,Ortak bir düşmana karşı birliğin güçlü bir etki yaratabileceğini hatırlattı.,"Bana, ortak bir düşmana karşı birleşmenin güçlü bir etkisi olabileceğini hatırlattı.",1.51785300183092,100.0,1,news
en-tr,"Diaries, letters from the days of the English empire, maps outlining who owned what: ""You'd think land disputes would be boring,"" says Rhodes, ""but there was this one birch tree two families were fighting over.","Günlükler, İngiliz imparatorluğunun günlerinden gelen mektuplar, kime ait olduğunu sıralayan haritalar: ""Toprak anlaşmazlıklarının sona ereceğini sanırsınız"". Diyen Rodos şöyle devam ediyor: ""Fakat iki ailenin kavga ettiği bu birgün ağacı vardı.","Günlükler, İngiliz imparatorluğu günlerinden mektuplar, kimin neye sahip olduğunun sınırlarını belirleyen haritalar: ""Toprak anlaşmazlıklarının sıkıcı olacağını düşünürsünüz."" diyor Rhodes, ""fakat iki ailenin üzerinde kavga ettiği bir huş ağacı vardı.",0.702212016071424,68.0,1,news
en-tr,Poverty and Death in Indonesia's Land of Gold,Endonezya'nın Gold Ülkesinde yoksulluk ve Ölüm,Endonezya'nın Altın Diyarında Fakirlik ve Ölüm,1.00193737255194,71.0,1,news
en-tr,"However his mother, Gulizar Ekinci, said ""There was no one entering or leaving the building"".","Ancak annesi Gülizar Ekinci, ""binaya giren ya da ayrılan kimse yoktu"" dedi.","Anne Gülizar Ekinci ise ""Binanın içine giren-çıkan yok.""",0.738933688192887,82.0,1,news
en-tr,"His involvement endeared Ferrell to the project, along with six other locals the ""Whose Streets?"" team followed in the years after Brown's shooting.","Sanatçının projeye olan ilgisi, Brown'un vurulmasından sonraki yıllarda ""Streets?"" Adlı diğer altı yerel halkla birlikte Ferrell'i canlandırdı.","Onun katılımı Ferrell'i projeye ısındırdı, diğer altı bölge yerlisinin yanı sıra ""Sokaklar Kimin?"" takımı Brown'ın vurulmasından sonraki yıllarda bunu izledi.",-1.07661790492783,1.0,1,news
en-tr,"PSG expects Neymar's arrival to be a boon for sponsorship deals, merchandising and jersey sales.","PSG, Neymar'ın gelişinin sponsorluk anlaşmaları, merdiven altı ve forma satışlarına bürünmesini bekliyor.","PSG, Neymar'ın gelişinin sponsorluk anlaşmalarına, hediyelik ve forma satışlarına katkı sağlamasını bekliyor.",-0.743885406364431,24.0,1,news
en-tr,"You can feel her energy through the screen.""","Enerjisini ekrandan hissedebilirsiniz ""ifadelerini kullandı.","Ekrandan onun enerjisini hissedebiliyorsunuz.""",0.102140449274556,50.0,1,news
en-tr,"If an asteroid having a diameter of 100 meters collided with Earth at an angle of 45 degrees and at a speed of 60 km/s, it would form a crater 250 meters deep and 1200 meters in diameter.","100 metre derinliğe sahip bir asteroit 45 derece hızla ve 60 km / s hızla Dünya ile çarpışırsa, 250 metre derinliğinde ve 1200 metre derinliğinde bir bez oluşturur.",Eğer 100 m çapında bir asteroit 45 derecelik açıyla saniyede 60 km hızla Dünya'ya çarparsa yaklaşık 250 metrelik derinliğe ve 1200 metrelik çapa sahip bir krater oluşur.,0.578796232300844,68.0,1,news
en-tr,"One of the soldiers took umbrage at their tone and later returned with four soldiers, according to local Pastor Yavedt Tebai.","Yerel Pastor Yavedt Tebai'ye göre, askerlerden biri havaya ateş açarak daha sonra dört askerle geri döndü.",Askerlerden biri üsluplarına içerledi ve yerel papaz Yavedt Tebai'ye göre daha sonra dört askerle geri döndü.,0.272078860581028,82.0,1,news
en-tr,Galatasaray’s President will not go for nothing and will not return empty handed.,Galatasaray Başkanı hiçbir şeye gitmeyecek ve eli boş dönmeyecek.,"Galatasaray Başkanı boşuna gitmez, eli boş da dönmez.",-0.266922923514877,68.0,1,news
en-tr,Fenerbahçe went ahead 1-0 in the 32nd minute with Dirar’s headed shot.,"Fenerbahçe, 32. dakikada Dirar'ın kafa vuruşuyla 1-0 öne geçti.",Fenerbahçe karşılaşmanın 32. dakikasında Dirar'ın kafa vuruşuyla 1-0 öne geçti.,0.965081154418621,100.0,1,news
en-tr,"But there were no state programs, and we will not admit something that didn't exist.""","Fakat devlet programları yoktu ve var olmayan bir şeyi kabul etmeyeceğiz "".","Fakat herhangi bir devlet programı yok ve biz var olmamış olan bir şeyi kabul etmeyeceğiz.""",0.965081154418621,100.0,1,news
en-tr,"As the company points out, however, the TSA guidelines are somewhat complicated and confusing.",Ancak şirketin işaret ettiği gibi TSA yönergeleri biraz karmaşık ve kafa karıştırıcı.,"Yine de, firmanın belirttiği gibi, TSA kuralları bir parça çetrefilli ve kafa karıştırıcı.",0.965081154418621,100.0,1,news
en-tr,"The hair roots and tissues surrounding the site are burnt by a circular emitting light, which lets tissues stick together during the burning, and close up.","Sahili çevreleyen saç kökleri ve dokular, yanma sırasında dokuların bir araya gelerek kapanmasını sağlayan sirke emme ışığı ile yanıyor.","Çeşitli lazerlerle kıl köklerinin ve etrafındaki doku, dairesel yayılan ışınlar sayesinde yakılıyor ve bu yanma esnasında dokuların yapışarak kapanması sağlanıyor.",-1.1181776190505,2.0,1,news
en-tr,The little rice on sale in Enarotali is too expensive for locals to buy.,"Enarotali'de satışa sunulan küçük pirinç, yerli halkın satın alması için çok pahalı.",Enarotali'de satışta olan azıcık pirinç yerlilerin satın alması için çok pahalı.,0.863772322399393,74.0,1,news
en-tr,"However, aid trucks remain allowed to pass through the Cilve Gözü Border Gate.",Ancak yardım kamyonlarının Cilve Gözü Sınır Kapısı'ndan geçmesine izin verilmiyor.,Cilvegözü Sınır Kapısı'ndan yardım tırlarının çıkışlarına ise izin veriliyor.,0.919476981255173,71.0,1,news
en-tr,"Having modernized its fleet, the pay rise for IZDENIZ personnel holding seaman status will be 5%, though their salaries will increase by 25% upon receiving an income tax exemption once IZDENIZ becomes registered to the International Ship Registrar.","Filosunu modernize eden İZDENİZ personelin sezaryen statüsündeki maaş zammı% 5 olmakla birlikte, İZDENİZ Uluslararası Kayıt tescili'ne kaydedildiğinde gelir vergisi muafiyeti aldıktan sonra maaşları% 25 oranında artacak.","Filosunu yenileyen İZDENİZ'in, Uluslararası Gemi Sicili'ne kaydolması sonrası elde edilen Gelir Vergisi muafiyetiyle birlikte maaşları yüzde 25 oranında artan gemi adamı statüsündeki personel için kabul edilen zam oranı ise yüzde 5.",-1.02870441406557,6.5,2,news
en-tr,"Upon the confirm of Gloria Trevisan and Marco Gottardi’s deaths, the Italian press reported this as a tragedy of a country that cannot create job opportunities for its youth.","Gloria Trevisan ve Marco Gottardi'nin ölümlerinin doğrulanması üzerine, İtalyan basını bunu gençlere iş fırsatları yaratamayan bir ülkenin trajedisi olarak bildirdi.","Gloria Trevisan ve Marco Gottardi'nin ölüm haberlerinin kesinleşmesi üzerine İtalyan basınında yer alan yorumlarda da, bunun, gençlerine iş imkânı sağlayamayan bir ülkenin dramı olduğu belirtildi.",0.889272618537022,70.0,1,news
en-tr,"""It's not a coincidence though she was on the front lines, because living life at those intersections as a black queer woman, you have so much on the line.","""Ön hatlarda olmasına rağmen tesadüf değil, çünkü siyah kuyruk bir kadın olarak o kavşaklarda yaşam hayatı, çizgide o kadar çok var ki.","""Fakat onun ön saflarda olması bir rastlantı değil, çünkü siyahi eşcinsel bir kadın olarak bu kesişimlerde bir hayat yaşamakla kaybedeceğiniz çok şey oluyor.",-1.22503277173355,0.0,1,news
en-tr,"The sculpture was intended to mark the connections between French and American republicanism by representing in a well-worn classical trope, the female embodiment of Liberty.","Heykel, Fransız ve Amerikan cumhuriyetçiliği arasındaki bağlantıları iyi taklit edilmiş klasik bir tropikal, Özgürlük'in kadın emperyalizmini temsil ederek kutlamayı amaçlıyordu.","Heykel, Fransız ve Amerikan cumhuriyetçiliği arasındaki bağlantıları basmakalıp bir mecazla, Özgürlük'ün kadın şeklinde vücuda gelişiyle temsil ederek kutlamak niyetindeydi.",-1.16674782994634,1.0,2,news
en-tr,But Scotney holds a special place for him.,Ama Scotney onun için özel bir yer tutuyor.,Fakat Scotney onun gönlünde ayrı bir yer tutuyor.,1.47509490820037,91.0,1,news
en-tr,"If so, he will be the first.",Öyleyse birinci olacak.,Öyle olursa ilk olur.,-0.375702508532453,46.5,2,news
en-tr,That asteroid’s led to the extermination of 75% of all sea and land creatures.,Bu asteroid bütün deniz ve kara yaratıklarının% 75'inin yok edilmesine yol açtı.,"Asteroit çarpması nedeniyle deniz ve kara canlılarının yüzde 75""i anında yok olmuş.",1.17931655132918,88.0,1,news
en-tr,"Stressing that only 5% of patients with a herniated disc need to have surgery, Assoc. Prof. Dr. Oguz Karaeminogullari said ""Depending on the results of the examination and the imaging, the first step is rest and medication"".","Herhalde rahatsızlığı olan hastaların sadece yüzde 5 ""inin ameliyat olması gerektiğini vurgulayan Assoç. Dr. Oğuz Karaeminoğulları,"" muayene ve imar sonuçlarına bağlı olarak ilk adım germe ve ilaçtır ""dedi.","Bel fıtığı tedavisinde hastaların sadece yüzde 5'inin ameliyat edilmesi gerektiğine dikkat çeken Doç. Dr. Oğuz Karaeminoğulları, ""Hastanın muayene ve görüntüleme sonuçlarına göre ilk adım istirahat ve ilaç tedavisidir"" diyor.",-0.80655754119414,42.0,1,news
en-tr,"The incident happened around noon today in a car park in Degirmen Street, in the Eyupgolu neighborhood.","Olay, bugün öğle saatlerinde Eyüpsultan Mahallesi Degirmen Caddesi'ndeki bir otomobil parkında meydana geldi.","Olay, bugün öğle saatlerinde Eyüpoğlu Mahallesi Değirmen Sokak'ta bulunan bir otoparkta yaşandı.",0.586877762951135,67.0,1,news
en-tr,Rumors tend to fly freely in Culiacan.,Söylentiler Culiacan'da serbestçe uçma eğilimi gösteriyor.,Culiacan'da dedikodular özgürce dolaşma eğiliminde.,-0.50181885461788,49.0,1,news
en-tr,Such drugs can be taken every day or as soon as two hours before having sex.,Bu tür ilaçlar her gün veya seks yapmadan iki saat önce alınabiliyor.,Bu tür ilaçlar her gün ya da seks yapmadan hemen iki saat önceye kadar alınabiliyor.,1.41368146100433,93.0,1,news
en-tr,"In this case, there was only one full admiral in the Naval Forces left.",Bu durumda Deniz Kuvvetleri'nde sadece bir tam amiral kaldı.,Bu durumda Deniz Kuvvetleri'nde bir tek oramiral kalmış oldu.,0.238260812781611,66.0,1,news
en-tr,"It has been months since the reporters have gone into the mountainous countryside, where the drug gangs are in de facto control.","Muhabirlerin, uyuşturucu çetelerinin fiili kontrol altında olduğu dağlık kırsala gitmelerinin üzerinden aylar geçti.","Muhabirler, uyuşturucu çetelerinin fiili olarak kontrol ettiği dağlık kırsal kesime gideli aylar oldu.",0.934806382098779,82.0,1,news
en-tr,"If a 1-km diameter asteroid landed, the situation would be much worse.",1 km'lik bir dalga asteroid inirse durum çok daha kötü olur.,Eğer 1 km çapında bir asteroit çarparsa durum daha da iç karartıcı bir hal alır.,-1.84296611534185,16.0,1,news
en-tr,"""If you're not committed to creating a culture of transparency, you're going to lose people,"" Vitrano said.","Vitrano, ""Bir şeffaflık kültürü yaratmaya kararlı değilseniz, insanları kaybedeceksiniz"". Dedi.","Vitrona şöyle konuştu: ""Eğer bir şeffaflık kültürü oluşturmaya bağlı değilseniz, insanları kaybedersiniz.""",0.876338354557363,80.0,1,news
en-tr,"""They don't like it if you mess with their women, their children, their clean businesses, their clandestine airstrips"" used to move drugs.","Uyuşturucu sevkiyatında kullanılan ""kadınlarıyla, çocuklarıyla, temiz işleriyle, cansız hava araçlarıyla mest ederseniz beğenmezler"".","""Eğer onların kadınlarıyla, çocuklarıyla, temiz işleriyle, uyuşturucu nakletmek için kullandıkları gizli uçak pistleriyle uğraşırsanız bu hoşlarına gitmiyor.""",-0.929374550572064,13.0,1,news
en-tr,"There was no official word on who was abducted or how it happened, so caution set in when it came time to write what everyone in the city knows: that the restaurant is a favorite of both drug traffickers and authorities.","Kimin kaçırıldığı veya nasıl olduğu konusunda resmi bir söz verilmedi, bu yüzden de kentteki herkesin bildiği şeyi yazmak için zamanı geldiğinde ihtiyat ortaya çıktı: Restoran hem uyuşturucu kaçakçılarının hem de yetkililerin favorisi.","Kimin kaçırıldığına ya da nasıl olduğuna dair resmi bir açıklama yoktu, bu yüzden şehirdeki herkesin bildiğini yazma zamanı geldiğinde ihtiyat hakim oldu: Restoran hem uyuşturucu kaçakçılarının hem de otoritelerin gözdesiydi.",1.19645268901215,77.0,1,news
en-tr,"PrEP, if targeted properly at those in need and at risk, offers the possibility of transforming the English HIV epidemic.","PrEP, ihtiyacı olan ve risk altında olanları doğru şekilde hedef alırsa, İngiliz HIV salgınını dönüştürme olasılığı sunuyor.","Eğer ihtiyacı olanlarda ve risk altında olanlarda doğru hedeflenirse, PrEP İngiltere'deki HIV salgınını dönüştürme ihtimali sunmaktadır.",0.976350874110724,88.0,1,news
en-tr,"""O My Lord, bestow upon us a president who is loyal to our homeland, to our people and loyal to the orthodox followers of the sunna""...","""O Benim Lord, vatanımıza, halkımıza ve sunna'nın oryantalist müritlerine sadık bir cumhurbaşkanımız"".","""Rabbim, vatana millete bağlı ve Ehlisünnete sadık hayırlı bir reis nasip eylesin""...",0.786406967713024,75.0,1,news
en-tr,"The Force Commander, Full Admiral Bülent Bostanoğlu, had completed his term and would retire anyway...",Kuvvet Komutanı Full Amiral Bülent Bostanoğlu görev süresini tamamlamış ve yine emekli olacak...,"Kuvvet Komutanı Oramiral Bülent Bostanoğlu süresini doldurmuş, zaten emekli olacaktı...",-0.7745057634185,13.0,1,news
en-tr,They extracted one of the buckshot while the other remained in her eye.,Biri buhardan çıkarırken diğeri gözüne kaldı.,Saçmalardan birini çıkardılar diğeri gözünün içinde.,-1.04047345028026,8.0,1,news
en-tr,"The chair of the Loudoun County Board of Supervisors violated the First Amendment, according to U.S. District Judge James C. Cacheris in Alexandria, when she banned a constituent from her Facebook page.","Alexandria'daki U.S. Bölge Hakimi James C. Cacheris'e göre Loudoun Eyalet Denetleme Kurulu başkanı, Facebook sayfasından bir kurucu yasakladı.","Loudoun İdare Bölgesi Denetmenler Kurulu başkanlığı, Alexandria'daki ABD Bölge Hakimi James C. Cacheris'e göre Facebook'ta bir seçmeni yasakladığında Birinci Anayasa Değişikliği'ne aykırı davrandı.",-0.705271381248441,17.0,1,news
en-tr,"But according to Department of Defense hourly rates for fiscal year 2017, the DoD reimbursement rate for the VH-3D is $24,380 per flight hour.","Fakat 2017 mali yılı için Savunma Bakanlığı hobi oranlarına göre, VH-3D'nin DOD geri ödeme oranı uçuş saati başına 24 bin 380 dolar.","Fakat Savunma Bakanlığı'nın 2017 mali yılı için saatlik oranlarına göre, Savunma Bakanlığı'nın VH-3D'yi karşılama oranı uçuş saati başına 24.340 $.",-0.953015123929678,8.0,1,news
en-tr,We had had colleagues working on the minimum wage.,Asgari ücret konusunda çalışan meslektaşlarımız vardı.,Asgari ücret düzeyinde çalışan arkadaşlarımız da vardı.,0.124484696018742,53.0,1,news
en-tr,I would like to reiterate this by underlining:,Bunu da altını çizerek yinelemek isterim:,Burada altını çizerek tekrar vurgulamak istiyorum:,1.41580726252412,100.0,1,news
en-tr,"A group of 15 mostly Democratic states, along with the District of Columbia, filed a suit on Tuesday saying the effort was illegal.","Çoğunluğu Demokrat 15 devletten oluşan bir grup, Columbia Bölgesi ile birlikte Salı günü söz konusu çabanın yasadışı olduğunu ileri sürerek dava açtı.",Çoğunlukla Demokrat olan 15 eyalet ile Columbia Bölgesi salı günü bu çabanın yasadışı olduğunu söyleyen bir dava açmıştı.,0.772580517241512,95.0,1,news
en-tr,"Manchester United have signed a ""genius"" in Nemanja Matic, believes Jose Mourinho, after the midfielder made his debut against Sampdoria on Wednesday evening.","Manchester United'ın, orta saha oyuncusunun çarşamba akşamı Sampdoria'ya karşı ilk maçına çıkmasından sonra Jose Mourinho'ya, Nemanja Matic'de ""gencecik"" imzası olduğuna inanıyor.","Orta saha oyuncusu çarşamba akşamı Sampdoria karşısında ilk maçına çıktıktan sonra Jose Mourinho, Manchester United'ın Nemanja Matic ile bir ""dahiye"" imza attırdığına inanıyor.",-0.271807863411168,59.0,1,news
en-tr,"Now we will destroy their plots, and bring their actor to ruin.","Şimdi onların yağlarını yok edip, aktörlerini mahvetmeye getireceğiz.","Şimdi de oyunları bozacağız, oyuncuları perişan edeceğiz.",-1.96825775926245,8.0,1,news
en-tr,The club expects turnover would grow by at least 30 percent on the back of the signing.,"Kulüp, imzanın arkasından cironun en az yüzde 30 artmasını bekliyor.","Kulüp, imza atıldıktan sonra cironun en az yüzde 30 oranında artmasını bekliyor.",1.06677581137201,73.0,1,news
en-tr,The transfer that football public opinion has been chasing has become official.,Futbol kamuoyunun kovduğu transfer resmi hale geldi.,"Son dönemde futbol kamuoyunun heyecanla takip ettiği transfer gelişmesi, resmiyete döküldü.",-1.43603818409342,24.0,1,news
en-tr,"Justice, who is the only billionaire in the state, according to Forbes, was elected in 2016.","Forbes'a göre devletin tek milyarder olan Adalet, 2016 yılında seçildi.","Forbes'a göre eyaletteki tek milyarder olan Justice, 2016 yılında seçilmişti.",0.958949904167213,96.0,1,news
en-tr,"He's alarmed, confused.","O da alarma geçiyor, kafa yoruyor.","Telaşlıydı, şaşırmıştı.",-1.80692802093175,28.0,2,news
en-tr,"Mutko's words echoed those of Vitaly Smirnov, the head of Russia's Independent Public Anti-Doping Commission.","Mutko'nun sözleri, Rusya'nın Bağımsız Yolsuzlukla Mücadele Komisyonu başkanı Vitaly Smirnov'un sözlerini yineledi.",Mutko'nun sözleri Rusya Bağımsız Kamu Anti-Doping Komisyonu başkanı Vitaly Smirnov'unkileri tekrar etti.,0.156578478274763,79.0,1,news
en-tr,These seconds were captured by the park’s security cameras.,Bu saniyeler parkın güvenlik kameraları tarafından yakalandı.,O anlar parkın güvenlik kameralarına da yansıdı.,1.03435659196198,72.0,1,news
en-tr,In experiments it was found a kind of tolerance-promoting immune cell appears in mice that carry a specific bacterium in their guts.,"Yapılan deneylerde, guatrlarında belirli bir bakteri taşıyan midede bir tür tolerans destekli bağışıklık hücresi görülmüştür.","Deneylerde, bağırsaklarında spesifik bir bakteri taşıyan farelerde dayanıklılığı teşvik eden bir çeşit bağışıklık hücresinin ortaya çıktığı bulundu.",-1.22942610940042,43.0,1,news
en-tr,"The old rules, he and others say, no longer apply in Sinaloa - just as they don't in Tamaulipas, Veracruz, Guerrero and other states that are home to a toxic mix of lucrative smuggling routes, weak institutions and corrupt government officials.","O ve diğerleri, eski kuralların artık Sinaloa'da -tıpkı Tamaulipas, Veracruz, Guerrero ve kazançlı kaçakçılık rotaları, zayıf kurumlar ve yolsuzluğa bulaşmış hükümet yetkililerinin zehirli bir karışımını barındıran diğer devletlerde olmadığı gibi- geçerli olmadığını söylüyorlar.","O ve diğerleri, Sinaloa'da eski kuralların geçerli olmadığını söylüyor; aynı Tamaulipas, Veracruz, Guerrero ve zehirli bir karışım olan karlı kaçakçılık rotaları, zayıf kurumlar ve yolsuz hükümet görevlilerine ev sahipliği yapan diğer eyaletlerde geçerli olmadığı gibi...",0.892422457271084,94.0,1,news
en-tr,"Later, yesterday’s progressives would start to describe the new and progressive as ‘Dangerous’, and those who wanted to interpret domestic and global realities as appropriate for an updated reality as a ‘Traitor’.","Daha sonra dün yapılan kongrelerde yeni ve ilericileri ""Dangerous"" olarak tanımlamaya başlayacak ve iç ve küresel gerçekleri güncellenmiş bir gerçekliğe uygun olarak yorumlamak isteyenler ""hain"" olarak nitelendirilecek.","Dünün ilericileri bir dönem sonra yeni ve ileri olanı ""Tehlikeli"", yurt ve dünya koşullarını güncel gerçeğe uyumlu biçimde yorumlamaya çalışanları ise ""Hain"" ilan etmeye başladılar.",-0.404862757203426,55.0,1,news
en-tr,They control the ball but then cannot generate any effective passes in the opponent’s penalty area.,Topu kontrol ediyorlar ama daha sonra rakibin ceza sahasında hiçbir etkili pas üretemiyorlar.,Topa hakim oluyorlar ama bir türlü rakip ceza alanında etkili pas üretemiyorlar.,1.53283790454447,96.0,1,news
en-tr,Six Europeans on Interpol’s suicide bomber list,Interpol'ün intihar bombacısı listesinde altı Avrupalı yer alıyor,Interpol'ün canlı bomba listesinde 6 Avrupalı,1.2955162221236,88.0,1,news
en-tr,"The PM was commenting on the second part of WADA's Roadmap to Code Compliance, which describes the criteria for the reinstatement of RUSADA and which recently published on the organization's website.","PM, WADA'nın RUSADA'nın geri getirilmesine ilişkin kriterleri anlatan ve geçtiğimiz günlerde örgütün internet sitesinde yayınlanan Roadmap to Code Compliance'ın ikinci bölümü hakkında yorum yaptı.","Başbakan, yakın zamanda kurumun web sitesinde yayınlanan, RUSADA'nın yeniden çalışır hale gelmesini düzenleyen kriterleri tarif eden WADA Yönetmelik Uyumu Yol Haritası'nın ikinci kısmını değerlendiriyordu.",-0.0394182414937976,43.0,1,news
en-tr,"It wasn't clear whether Trump interacted with the helicopter as he toured the South Lawn for the event, but he did step into the driver's seat of a fire truck.",Trump'ın etkinlik için Güney Lawn'ı gezerken helikopterle etkileşime girip girmediği belli değildi ancak bir itfaiye kamyonunun sürücü koltuğuna adım attı.,Trump'ın organizasyon için güney çimlerini dolaşırken helikopterle etkileşime girip girmediği net değil fakat bir itfaiye kamyonunun sürücü koltuğuna adım attı.,0.643300504701425,69.0,1,news
en-tr,"They are pleasant slaves, in other words.","Hoş köpekler, başka bir deyişle.","Başka bir deyişle, onlar keyif veren köleler.",-1.24686134393329,2.0,1,news
en-tr,Mr Stevens said: 'This major new intervention should complement and supercharge the wide-ranging and increasingly successful effort to prevent HIV.,"Mr Stevens, ""Bu büyük yeni müdahale HIV'yi önleme amaçlı geniş kapsamlı ve giderek daha başarılı çabaları tamamlamalı ve üstün tutmalıdır.",Bay Stevens şöyle konuştu: 'Bu yeni ve ciddi müdahale HIV'in önlenmesindeki geniş çaplı ve artan derecede başarılı gayretlere katkıda bulunacaktır.,0.969198908794904,77.0,1,news
en-tr,"With the heat rising around noon time, youngsters, kids, the elderly, women and men rushed to the riversides to try to cool themselves off in the cold waters along the Munzur River.","Öğle saatlerinde sıcaklığın yükselmesiyle birlikte gençler, çocuklar, yaşlılar, kadınlar ve erkekler, Munzur Nehri üzerindeki soğuk sularda serinlemek için nehir kenarlarına koştu.","Öğlen saatlerinden itibaren sıcakların iyice bastırmasıyla birlikte Munzur Çayı kenarındaki plajlara giren genç, çocuk, yaşlı, kadın ve erkekler, buz gibi sularda serinleyerek sıcaklardan korunmaya çalıştı.",1.03490278643736,84.0,1,news
en-tr,"Specific criteria, such as an asteroid’s size and collision angle, are the factors that would determine the depth of its crater and the damage that its impact would cause.","Bir asteroidin büyüklüğü ve çarpışma anası gibi özel kriterler, beyninin derinliğini ve etkisinin yol açacağı zararı belirleyecek faktörlerdir.",Asteroidin boyutu ve çarpma açısı gibi kriterler oluşacak kraterin derinliği ve çarpmanın vereceği zararı belirleyen etkenlerdir.,-1.13739402174471,2.0,1,news
en-tr,"But most contemporary animals that have countershading -- think deer, zebras or armadillos -- are much smaller and more vulnerable as prey, signaling that this nodosaur faced a real struggle to survive.","Fakat buna karşı çıkan çağdaş hayvanların çoğu -düşünce dedektörü, zebras veya armatör- tahmin edilenden çok daha küçük ve savunmasız olup, bu astronotun hayatta kalma yönünde gerçek bir mücadeleyle karşı karşıya olduğunun sinyallerini veriyor.","Fakat kontra gölgelemeyi kullanan en çağdaş hayvanlar (mesela geyikler, zebralar ya da armadillolar) çok daha küçükler ve bir av olmaya çok daha açıklar; demek oluyor ki bu nodozor hayatta kalmak için ciddi bir zorlukla karşılaştı.",-1.07661790492783,1.0,1,news
en-tr,"Although the king of them all, Tyrannosaurus rex, lived millions of years after Borealopelta, the armoured dinosaur may have been hunted by some of its formidable ancestors.","Hepsinin kralı Tyrannosaurus rex, Borealopelta'dan milyonlarca yıl sonra yaşamış olsa da, zırhlı dinozor bazı zorlu ataları tarafından avlanmış olabilir.","Her ne kadar hepsinin kralı olsa da Tyrannosaurus rex, bir takım heybetli ataları tarafından avlanmış olabilecek zırhlı dinozor Borealopelta'dan milyonlarca yıl sonra yaşadı.",-0.850033798795831,10.0,1,news
